model,rank,mean_cv_score,std_cv_score,alpha,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,learning_rate,subsample
RandomForest,181,0.14323782968922236,0.008412882203076887,,5,0.7,9.0,16.0,170.0,,
RandomForest,182,0.14203081749602373,0.012523299371642942,,5,0.7,8.0,8.0,52.0,,
RandomForest,183,0.13574273123545305,0.010496568331897214,,5,0.5,9.0,18.0,574.0,,
RandomForest,184,0.1355761907194669,0.009907684825605917,,5,0.5,9.0,8.0,239.0,,
RandomForest,185,0.1282553180904224,0.009546472895710617,,5,0.3,3.0,3.0,357.0,,
RandomForest,186,0.12511173507418577,0.00899635022532,,5,0.3,1.0,15.0,506.0,,
RandomForest,187,0.12499418763282119,0.009223794809250225,,5,0.3,5.0,2.0,313.0,,
RandomForest,188,0.12419824342045938,0.01079132589000077,,5,sqrt,1.0,8.0,135.0,,
RandomForest,189,0.1216209479010332,0.009895421166917877,,5,log2,3.0,8.0,290.0,,
RandomForest,190,0.12128888599802312,0.009592452848640848,,5,log2,3.0,8.0,193.0,,
RandomForest,191,0.12126766091325039,0.009180584090392878,,5,0.3,5.0,15.0,269.0,,
RandomForest,192,0.12125081218371428,0.009280850342037645,,5,log2,3.0,8.0,175.0,,
RandomForest,193,0.11891687575180296,0.008647653329436103,,5,log2,5.0,8.0,661.0,,
RandomForest,194,0.11833781683223496,0.008082979915083239,,5,sqrt,2.0,17.0,650.0,,
RandomForest,195,0.11794924900080213,0.009384073639641883,,5,0.3,2.0,19.0,84.0,,
RandomForest,196,0.11642740363284891,0.0073062516104640506,,5,log2,2.0,18.0,153.0,,
RandomForest,197,0.11569294353525508,0.008207313354515942,,5,log2,7.0,15.0,272.0,,
RandomForest,198,0.11536672483445776,0.007652137722777411,,5,log2,4.0,19.0,779.0,,
RandomForest,199,0.11520639107013857,0.006978023790603698,,5,log2,7.0,18.0,741.0,,
RandomForest,200,0.11300568304464931,0.00926027782431792,,5,sqrt,4.0,18.0,51.0,,
GradientBoosting,1,0.28208399785808086,0.023712396281078962,,7,1.0,,4.0,221.0,0.022949120907478242,0.8550229885420852
GradientBoosting,2,0.27778259253593596,0.023099808294963477,,7,log2,,5.0,359.0,0.02100836027186265,0.6125253169822235
GradientBoosting,3,0.2758420514375689,0.03606910428571168,,7,sqrt,,9.0,286.0,0.03834197359768028,0.7119735587783771
GradientBoosting,4,0.2724118448994461,0.02567674536041099,,7,log2,,11.0,435.0,0.013086015777062652,0.7290203056954402
GradientBoosting,5,0.27222836622246394,0.021103578387887418,,7,1.0,,4.0,197.0,0.02190433809862893,0.730383562080754
GradientBoosting,6,0.2692107701771444,0.020275079445000607,,6,0.7,,7.0,414.0,0.013508653414628626,0.6777520135979492
GradientBoosting,7,0.26656274223654997,0.01644967922782368,,6,1.0,,7.0,388.0,0.009821541311477817,0.8325221668907129
GradientBoosting,8,0.26240939275783987,0.032204977701021154,,7,0.7,,18.0,163.0,0.056789162587184305,0.7988047795284996
GradientBoosting,9,0.26215165702224497,0.023622314417711725,,6,0.5,,9.0,238.0,0.028057582076672527,0.8387400631785948
GradientBoosting,10,0.2594062513573503,0.0305366536340471,,6,sqrt,,5.0,210.0,0.039429229486265996,0.6072301454462083
GradientBoosting,11,0.25740426723845306,0.025640954666744244,,5,0.7,,6.0,342.0,0.026612668776043027,0.7637646608764962
GradientBoosting,12,0.25562726418938836,0.024272068099486673,,5,0.5,,18.0,177.0,0.04861356098726004,0.8273234413341887
GradientBoosting,13,0.2536497728529028,0.028055933702940364,,7,1.0,,8.0,286.0,0.0520129380794192,0.8159364365206693
GradientBoosting,14,0.25350563436968854,0.0221559819180842,,7,0.5,,18.0,229.0,0.03766328966389965,0.6155338937717693
GradientBoosting,15,0.2532094226695557,0.01963661460154743,,7,sqrt,,14.0,282.0,0.014283687149235943,0.7219125032632117
GradientBoosting,16,0.25239562857915854,0.015274625000763615,,7,0.5,,17.0,214.0,0.01532196219135012,0.6564327395110854
GradientBoosting,17,0.2523657557228004,0.021249045428523818,,7,log2,,13.0,222.0,0.014001084651129406,0.9879515306830556
GradientBoosting,18,0.25159806522043393,0.022132421595658168,,6,1.0,,15.0,84.0,0.0802663969241663,0.9290148971692676
GradientBoosting,19,0.25009227660063116,0.03075354624767877,,5,log2,,3.0,492.0,0.02365177136144419,0.7424386903591385
GradientBoosting,20,0.24750242865070254,0.02062482877092617,,7,0.7,,13.0,93.0,0.0924224586049431,0.7666039791481465
GradientBoosting,21,0.24686352154824523,0.029392085471660542,,6,0.7,,2.0,313.0,0.05035036158228284,0.8807867509030813
GradientBoosting,22,0.24614550902170862,0.037510013215865085,,5,0.5,,9.0,198.0,0.055153279219602745,0.9036143382155399
GradientBoosting,23,0.2454945835495546,0.025399557282877676,,5,1.0,,19.0,343.0,0.05276244209842186,0.8130469065820093
GradientBoosting,24,0.24334523077082126,0.017113388241043144,,6,0.5,,3.0,219.0,0.01273774216719405,0.9232481518257668
GradientBoosting,25,0.24331703357731738,0.024897940925043126,,4,0.5,,5.0,409.0,0.038961485769414966,0.8832290311184181
GradientBoosting,26,0.2420149540052614,0.026994683267432897,,5,sqrt,,13.0,438.0,0.054865205039198714,0.6353632893462586
GradientBoosting,27,0.24101756255182435,0.04363098416341273,,7,0.7,,14.0,91.0,0.09257359549915649,0.7569780429690541
GradientBoosting,28,0.23743362635205675,0.01966568857345096,,6,log2,,10.0,483.0,0.007365184263402633,0.9567587635107107
GradientBoosting,29,0.2342801133422122,0.017520794836948832,,7,sqrt,,15.0,269.0,0.010381566724838311,0.618401056808701
GradientBoosting,30,0.2341587889098669,0.021876283533815585,,6,sqrt,,10.0,251.0,0.014248240795147813,0.9211413794392046
