model,rank,mean_cv_score,std_cv_score,C,penalty,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,learning_rate,subsample
LogisticRegression,55,0.6109875481281233,0.027257066045382798,2.054051942538845,l2,,,,,,,
LogisticRegression,55,0.6109875481281233,0.027257066045382798,1.1219752813215704,l2,,,,,,,
LogisticRegression,55,0.6109875481281233,0.027257066045382798,2.136051813824949,l2,,,,,,,
LogisticRegression,55,0.6109875481281233,0.027257066045382798,37.566296134528514,l1,,,,,,,
LogisticRegression,55,0.6109875481281233,0.027257066045382798,0.6553013900933984,l2,,,,,,,
LogisticRegression,106,0.6109834521176374,0.02480934514896772,0.08777815504719653,l2,,,,,,,
LogisticRegression,107,0.6109773081019088,0.02799698943701955,0.06046293018986845,l2,,,,,,,
LogisticRegression,107,0.6109773081019088,0.02799698943701955,0.06078083099681954,l2,,,,,,,
LogisticRegression,109,0.6103588105185549,0.006836112655615276,0.03283428574426108,l1,,,,,,,
LogisticRegression,110,0.6103485704923405,0.026776418494438053,3.254021513867687,l2,,,,,,,
LogisticRegression,110,0.6103485704923405,0.026776418494438053,3.4702669886504163,l2,,,,,,,
LogisticRegression,112,0.6103444744818547,0.025430065844460777,0.08583743499363283,l2,,,,,,,
LogisticRegression,112,0.6103444744818547,0.022354037174582758,0.4108318894699929,l1,,,,,,,
LogisticRegression,112,0.6103444744818547,0.022354037174582758,0.4206039057901998,l1,,,,,,,
LogisticRegression,115,0.6096973048251004,0.027886845662706827,0.04661686413912769,l2,,,,,,,
LogisticRegression,115,0.6096973048251004,0.028893547717092505,0.055724717190635986,l2,,,,,,,
LogisticRegression,117,0.6090767592365036,0.008561161653183672,0.026558434508499887,l1,,,,,,,
LogisticRegression,117,0.6090767592365036,0.010868625089800625,0.03334792728637585,l1,,,,,,,
LogisticRegression,119,0.6084193495535349,0.027389782310601792,0.04236414938631994,l2,,,,,,,
LogisticRegression,119,0.6084193495535349,0.027389782310601792,0.04292436152765813,l2,,,,,,,
LogisticRegression,119,0.6084193495535349,0.027389782310601792,0.04263777426608203,l2,,,,,,,
LogisticRegression,122,0.6077865159334808,0.022716009415449864,0.3829829643669139,l1,,,,,,,
LogisticRegression,123,0.6077844679282379,0.024891040186246702,0.03730610475453591,l2,,,,,,,
LogisticRegression,123,0.6077844679282379,0.024891040186246702,0.03588488911386258,l2,,,,,,,
LogisticRegression,123,0.6077844679282379,0.024891040186246702,0.03469796137671062,l2,,,,,,,
LogisticRegression,126,0.6077803719177521,0.0263903301411791,0.04130614451133169,l2,,,,,,,
LogisticRegression,127,0.6071475382976981,0.022320484276848754,0.35787924535023224,l1,,,,,,,
LogisticRegression,128,0.6065065126566724,0.024232186355504354,0.033412293739533895,l2,,,,,,,
LogisticRegression,128,0.6065065126566724,0.024232186355504354,0.03376642609117894,l2,,,,,,,
LogisticRegression,130,0.6058736790366183,0.02864662471125958,0.07267981828498535,l1,,,,,,,
LogisticRegression,131,0.6052326533955927,0.02736485687601023,0.0745934328572655,l1,,,,,,,
LogisticRegression,132,0.605226509379864,0.02615738080565786,0.02708359186801681,l2,,,,,,,
LogisticRegression,133,0.6045957237650528,0.026257818254978554,0.07092404574999811,l1,,,,,,,
LogisticRegression,133,0.6045957237650528,0.026257818254978554,0.07051350138071674,l1,,,,,,,
LogisticRegression,135,0.6045936757598099,0.025189936995837808,0.061991000078022655,l1,,,,,,,
LogisticRegression,136,0.6033054804620301,0.02629103516412255,0.026278760309075225,l2,,,,,,,
